id,loan_pred,loan_prob
59158,0,0.0305
59159,0,0.0092
59160,0,0.0345
59161,0,0.0076
59162,0,0.0041
59163,0,0.0139
59164,0,0.0397
59165,0,0.0716
59166,0,0.0029
59167,0,0.0168
59168,0,0.0698
59169,1,0.9846
59170,0,0.0169
59171,0,0.0088
59172,0,0.3466
59173,0,0.0009
59174,0,0.0042
59175,0,0.0016
59176,0,0.0292
59177,0,0.0036
59178,0,0.0034
59179,0,0.0035
59180,0,0.1744
59181,0,0.3385
59182,1,0.9899
59183,0,0.026
59184,0,0.0282
59185,0,0.1325
59186,0,0.0046
59187,0,0.0066
59188,0,0.023
59189,0,0.0217
59190,0,0.0022
59191,0,0.0097
59192,0,0.2509
59193,0,0.0038
59194,0,0.0705
59195,0,0.0161
59196,0,0.0156
59197,0,0.0188
59198,0,0.0161
59199,0,0.0231
59200,1,0.9999
59201,0,0.004
59202,0,0.0025
59203,0,0.4717
59204,0,0.0782
59205,0,0.0031
59206,0,0.0021
59207,0,0.0343
59208,0,0.0074
59209,0,0.0032
59210,0,0.0112
59211,0,0.1968
59212,0,0.0493
59213,0,0.0356
59214,0,0.0108
59215,0,0.0047
59216,0,0.0159
59217,0,0.001
59218,0,0.0004
59219,0,0.003
59220,1,0.8724
59221,1,0.9549
59222,0,0.0118
59223,0,0.0195
59224,0,0.1258
59225,0,0.0051
59226,0,0.0019
59227,0,0.1184
59228,0,0.353
59229,0,0.0006
59230,0,0.0035
59231,0,0.0003
59232,0,0.146
59233,0,0.0126
59234,0,0.0319
59235,0,0.005
59236,0,0.0911
59237,0,0.0257
59238,0,0.0014
59239,1,0.5561
59240,0,0.0035
59241,0,0.0262
59242,0,0.0362
59243,1,0.9944
59244,0,0.0178
59245,1,0.8451
59246,0,0.0045
59247,0,0.0233
59248,0,0.0012
59249,0,0.0806
59250,0,0.446
59251,0,0.0602
59252,0,0.0047
59253,0,0.0588
59254,0,0.0332
59255,0,0.0018
59256,0,0.0011
59257,1,0.987
59258,0,0.0037
59259,1,0.9995
59260,0,0.0074
59261,0,0.0204
59262,0,0.112
59263,0,1e-04
59264,0,0.1952
59265,1,0.6859
59266,0,0.0293
59267,1,0.6114
59268,0,0.0255
59269,0,0.0035
59270,1,0.9956
59271,0,0.0042
59272,1,0.954
59273,0,0.0083
59274,0,0.0495
59275,0,0.0078
59276,0,0.0634
59277,0,0.0102
59278,0,0.0472
59279,0,0.0037
59280,0,0.0039
59281,0,0.0306
59282,0,0.0047
59283,0,0.0062
59284,0,0.0015
59285,0,0.0086
59286,0,0.0524
59287,0,0.0139
59288,1,0.9951
59289,0,0.0087
59290,0,0.0489
59291,0,0.0174
59292,0,0.0002
59293,0,0.016
59294,1,0.9841
59295,0,0.2526
59296,0,0.0006
59297,0,0.0107
59298,0,0.0318
59299,0,0.0175
59300,0,0.0376
59301,0,0.021
59302,0,0.0586
59303,0,0.0355
59304,0,0.0629
59305,0,0.1325
59306,0,0.0028
59307,0,0.0076
59308,0,0.0056
59309,0,0.0035
59310,0,0.0046
59311,0,0.0549
59312,0,0.1018
59313,1,0.953
59314,0,0.3729
59315,0,0.0034
59316,0,0.4093
59317,0,0.0221
59318,0,0.0157
59319,0,0.0501
59320,0,0.0244
59321,0,0.1162
59322,0,0.032
59323,0,0.0442
59324,1,0.8648
59325,0,0.0175
59326,0,0.0155
59327,0,0.0292
59328,0,0.0046
59329,0,0.0089
59330,0,0.1208
59331,0,0.0537
59332,0,0.0026
59333,0,0.0019
59334,0,0.0882
59335,0,0.0094
59336,0,0.0396
59337,0,0.0065
59338,0,0.063
59339,1,0.51
59340,0,0.3813
59341,0,0.0559
59342,0,0.1557
59343,0,0.0292
59344,0,0.0578
59345,0,0.0054
59346,0,0.0079
59347,0,0.1099
59348,0,0.0123
59349,0,0.0469
59350,0,0.0207
59351,0,0.0257
59352,0,0.0497
59353,1,0.9366
59354,1,0.9183
59355,0,0.0005
59356,0,0.0048
59357,0,0.0039
59358,0,0.0088
59359,0,0.0254
59360,1,0.9736
59361,0,0.0033
59362,0,0.4165
59363,0,0.001
59364,0,0.0018
59365,0,0.0017
59366,0,0.0025
59367,0,0.0468
59368,1,0.9032
59369,0,0.03
59370,0,0.0041
59371,0,0.0041
59372,0,0.4954
59373,0,0.0301
59374,0,0.0025
59375,1,0.9955
59376,1,0.9575
59377,0,0.3293
59378,0,0.08
59379,0,0.0295
59380,0,0.0299
59381,0,0.0054
59382,0,0.0805
59383,1,0.9782
59384,0,0.0533
59385,0,0.007
59386,0,0.0604
59387,1,0.9919
59388,0,0.2195
59389,0,0.0256
59390,0,0.1149
59391,0,0.0625
59392,0,0.2137
59393,1,0.9143
59394,1,0.9043
59395,0,0.1346
59396,0,0.014
59397,0,0.0111
59398,0,0.0051
59399,0,0.0051
59400,0,0.0211
59401,0,0.0108
59402,0,0.1552
59403,0,0.0127
59404,0,0.0064
59405,0,1e-04
59406,0,0.0111
59407,0,0.036
59408,0,0.1312
59409,0,0.024
59410,0,0.0009
59411,0,0.0041
59412,0,0.0233
59413,0,1e-04
59414,0,0.0633
59415,0,0.0094
59416,0,0.0052
59417,0,0.0055
59418,0,0.0029
59419,0,0.0019
59420,0,0.1257
59421,0,0.0942
59422,0,0.0383
59423,0,0.0214
59424,1,0.9586
59425,0,0.1339
59426,0,0.0028
59427,0,0.0035
59428,0,0.253
59429,0,0.0031
59430,0,0.0016
59431,0,0.0307
59432,0,0.006
59433,0,0.0192
59434,0,0.0006
59435,0,0.0004
59436,0,0.0017
59437,0,0.0073
59438,1,0.5535
59439,0,0.0529
59440,0,0.0008
59441,0,0.0126
59442,0,0.0018
59443,0,0.0002
59444,0,0.0369
59445,0,0.0449
59446,0,0.0456
59447,0,0.0075
59448,0,0.0022
59449,0,0.02
59450,0,0.0584
59451,1,0.9496
59452,0,0.0785
59453,0,0.0141
59454,0,0.039
59455,0,0.0278
59456,0,0.0332
59457,1,0.9936
59458,0,0.1366
59459,0,0.108
59460,0,0.0376
59461,0,0.0032
59462,1,0.8199
59463,0,0.0008
59464,0,0.3225
59465,0,0.0634
59466,0,0.0643
59467,0,0.0439
59468,0,0.0019
59469,0,0.0582
59470,0,0.0003
59471,0,0.0049
59472,0,0.1166
59473,0,0.0122
59474,0,0.017
59475,0,0.0512
59476,0,0.0087
59477,0,0.0086
59478,0,0.0021
59479,0,0.0098
59480,0,0.0062
59481,0,0.1618
59482,1,0.9902
59483,0,0.0025
59484,0,0.0031
59485,0,0.0152
59486,0,0.0808
59487,0,0.1704
59488,0,0.0288
59489,0,0.0313
59490,0,0.0033
59491,1,0.9876
59492,0,0.0127
59493,0,0.0268
59494,0,0.0009
59495,1,0.8924
59496,0,0.0112
59497,1,0.9913
59498,0,0.0558
59499,0,0.0422
59500,1,0.9967
59501,0,0.0099
59502,1,0.9118
59503,0,0.1889
59504,0,0.0025
59505,0,0.0401
59506,0,0.0005
59507,0,0.0019
59508,0,0.0135
59509,0,0.0195
59510,0,0.0218
59511,0,0.0003
59512,0,0.0032
59513,0,0.0676
59514,0,0.0122
59515,0,0.0392
59516,0,0.0196
59517,1,0.8465
59518,0,0.002
59519,0,0.002
59520,0,0.0089
59521,0,0.0194
59522,0,0.0584
59523,0,0.0039
59524,0,0.0085
59525,1,0.8389
59526,0,0.1826
59527,0,0.014
59528,0,0.012
59529,0,0.0513
59530,1,0.9526
59531,0,0.003
59532,0,0.0002
59533,0,0.0441
59534,0,0.0594
59535,0,0.0299
59536,0,0.0352
59537,0,0.0152
59538,0,0.0625
59539,0,0.0495
59540,1,0.8016
59541,0,0.0041
59542,0,0.0421
59543,0,0.0122
59544,0,0.1182
59545,0,0.0159
59546,0,0.0058
59547,0,0.0164
59548,0,0.0022
59549,0,0.0181
59550,0,0.0056
59551,0,0.0271
59552,0,0.0043
59553,0,0.0066
59554,1,0.9568
59555,0,0.006
59556,0,0.0034
59557,0,0.0005
59558,0,0.0341
59559,0,0.0136
59560,0,0.0029
59561,0,0.0017
59562,0,0.0949
59563,0,0.0733
59564,0,0.138
59565,0,0.0086
59566,0,0.0109
59567,0,0.0059
59568,0,0.0013
59569,0,0.0018
59570,0,0.0375
59571,0,0.0441
59572,0,0.0061
59573,0,0.0234
59574,1,0.9354
59575,0,0.0164
59576,0,0.0238
59577,0,0.0241
59578,1,0.9052
59579,0,0.004
59580,0,0.0063
59581,0,0.0208
59582,0,0.0091
59583,0,0.0121
59584,0,0.0006
59585,0,0.0196
59586,0,0.0065
59587,0,0.0019
59588,0,0.1294
59589,0,0.1636
59590,0,0.0024
59591,0,0.3757
59592,0,0.0103
59593,0,0.0051
59594,0,0.1628
59595,0,0.0042
59596,0,0.0945
59597,1,0.9775
59598,0,0.0187
59599,0,0.0809
59600,1,0.9256
59601,0,0.0
59602,0,0.1337
59603,0,0.0434
59604,0,0.0193
59605,0,0.0013
59606,0,0.0138
59607,0,0.0241
59608,0,0.0112
59609,0,0.0016
59610,1,0.9727
59611,0,0.016
59612,1,0.9702
59613,0,0.0618
59614,0,0.1362
59615,0,0.0224
59616,0,0.056
59617,0,0.0405
59618,0,0.1015
59619,0,0.0201
59620,0,0.0026
59621,0,0.0461
59622,0,0.0037
59623,0,0.0389
59624,0,0.064
59625,0,0.1841
59626,0,0.0091
59627,0,0.0475
59628,0,0.0027
59629,0,0.0009
59630,0,0.051
59631,0,0.0015
59632,0,0.0101
59633,0,0.0131
59634,0,0.0099
59635,0,0.0058
59636,0,0.0941
59637,0,0.0348
59638,1,0.9982
59639,0,0.0097
59640,0,0.014
59641,0,0.0214
59642,0,0.0033
59643,0,0.0696
59644,0,0.033
59645,0,0.2087
59646,0,0.0036
59647,1,0.9799
59648,0,0.0025
59649,0,0.0104
59650,0,0.0011
59651,0,0.001
59652,0,0.0035
59653,0,0.0035
59654,0,0.0578
59655,0,0.0255
59656,0,0.078
59657,1,0.9135
59658,0,0.0014
59659,0,0.031
59660,0,0.2486
59661,0,0.0184
59662,1,0.9233
59663,0,0.0425
59664,0,0.0825
59665,0,0.0156
59666,0,0.0218
59667,0,0.0046
59668,0,0.0075
59669,0,0.0051
59670,0,0.1076
59671,0,0.0056
59672,0,0.0042
59673,0,0.0063
59674,1,0.7313
59675,0,0.0002
59676,0,0.1723
59677,1,0.8963
59678,0,0.0036
59679,0,0.0177
59680,0,0.0013
59681,0,0.0299
59682,0,0.0396
59683,0,0.0026
59684,0,0.019
59685,0,0.015
59686,0,0.2034
59687,0,0.0208
59688,0,0.0102
59689,0,0.1257
59690,0,0.0002
59691,0,0.0046
59692,0,0.1208
59693,0,0.0104
59694,0,0.1306
59695,0,0.0034
59696,1,0.8921
59697,0,0.0074
59698,0,0.0096
59699,0,0.0229
59700,0,0.0248
59701,0,0.004
59702,0,0.0064
59703,0,0.0261
59704,0,0.0027
59705,0,0.0726
59706,0,0.0272
59707,0,0.0203
59708,0,0.2743
59709,0,0.0241
59710,0,0.0159
59711,0,0.0566
59712,0,0.0115
59713,0,0.1274
59714,1,0.8821
59715,1,0.887
59716,0,0.0153
59717,0,0.0019
59718,0,0.032
59719,1,0.9616
59720,0,0.0089
59721,1,0.9065
59722,0,0.0105
59723,0,0.0048
59724,0,0.1625
59725,0,0.0284
59726,0,0.0086
59727,0,0.0958
59728,0,0.0018
59729,0,0.0015
59730,0,0.1
59731,0,0.018
59732,0,0.0241
59733,0,0.0068
59734,0,0.0091
59735,0,0.0008
59736,0,0.1251
59737,0,0.0021
59738,0,0.1647
59739,0,0.0139
59740,0,0.0093
59741,0,0.0046
59742,0,0.1459
59743,0,0.0101
59744,0,0.0667
59745,0,0.0364
59746,0,0.0129
59747,1,0.9997
59748,0,0.0089
59749,0,0.0081
59750,0,0.1094
59751,0,0.0131
59752,0,0.0664
59753,0,0.0013
59754,0,0.0024
59755,0,0.0069
59756,0,0.0054
59757,0,0.0046
59758,0,0.0318
59759,0,0.005
59760,0,0.1183
59761,0,0.0068
59762,0,0.151
59763,0,0.0002
59764,0,0.0567
59765,0,0.0039
59766,0,0.1242
59767,0,0.0456
59768,0,0.0002
59769,0,0.0124
59770,0,0.048
59771,0,0.0239
59772,0,0.01
59773,0,0.0042
59774,0,0.0334
59775,0,0.1472
59776,0,0.2138
59777,0,0.078
59778,0,0.001
59779,0,0.0281
59780,0,0.0012
59781,0,0.0074
59782,0,0.0223
59783,0,0.032
59784,0,0.0066
59785,0,0.0039
59786,0,0.1746
59787,0,0.3623
59788,0,0.0266
59789,0,0.0545
59790,0,0.0252
59791,0,0.0012
59792,0,0.0146
59793,0,0.0155
59794,1,0.973
59795,1,0.9561
59796,0,0.0036
59797,0,0.0338
59798,0,0.0027
59799,0,0.0024
59800,0,0.0981
59801,0,0.0099
59802,0,0.1388
59803,0,0.199
59804,0,0.0826
59805,0,0.0004
59806,0,0.0082
59807,0,0.0033
59808,0,0.0006
59809,0,0.0067
59810,0,0.0058
59811,0,0.026
59812,0,0.01
59813,0,0.0025
59814,0,0.002
59815,0,0.2266
59816,0,0.1623
59817,0,0.0023
59818,1,0.53
59819,0,0.0965
59820,0,0.0141
59821,0,0.0416
59822,0,0.0096
59823,0,0.0322
59824,0,0.0339
59825,0,0.0024
59826,0,0.0181
59827,0,0.1755
59828,0,0.0392
59829,0,0.0839
59830,0,0.0111
59831,0,0.0105
59832,0,0.1588
59833,0,0.0461
59834,0,0.0094
59835,0,0.0053
59836,0,0.0178
59837,0,0.0652
59838,0,0.0848
59839,0,0.0351
59840,0,0.0525
59841,1,0.9983
59842,0,0.0115
59843,0,0.0214
59844,0,0.2979
59845,0,0.0059
59846,0,0.0031
59847,0,0.0083
59848,0,0.0062
59849,0,0.0003
59850,1,0.9862
59851,0,0.0006
59852,0,0.0077
59853,0,0.0594
59854,0,0.0013
59855,0,0.0035
59856,0,0.0026
59857,0,0.062
59858,1,0.9945
59859,0,0.0499
59860,1,0.9578
59861,0,0.0054
59862,0,0.0117
59863,0,0.0024
59864,0,0.0033
59865,0,0.0229
59866,0,0.024
59867,0,0.0795
59868,0,0.0017
59869,0,0.0127
59870,0,0.001
59871,0,0.0008
59872,0,0.0058
59873,0,0.0038
59874,0,0.0111
59875,0,0.0124
59876,0,0.0017
59877,0,0.0341
59878,1,0.9864
59879,0,0.0081
59880,1,0.9821
59881,0,0.0009
59882,0,0.0404
59883,0,0.059
59884,0,0.027
59885,0,0.0394
59886,0,0.0292
59887,1,0.8122
59888,0,0.0078
59889,0,0.002
59890,0,0.0078
59891,1,0.8986
59892,0,0.0171
59893,0,0.0058
59894,0,0.0117
59895,0,0.0866
59896,0,0.0053
59897,0,0.0062
59898,0,0.0065
59899,0,0.008
59900,0,0.0315
59901,1,0.8807
59902,0,0.0273
59903,0,0.006
59904,0,0.1591
59905,0,0.0279
59906,0,0.2577
59907,0,0.0072
59908,0,0.0044
59909,0,0.0184
59910,0,0.0948
59911,0,0.0213
59912,0,0.0186
59913,0,0.002
59914,0,0.0912
59915,0,0.0087
59916,0,0.0012
59917,0,0.0151
59918,0,0.0031
59919,0,0.0346
59920,0,0.0445
59921,0,0.0774
59922,0,0.035
59923,0,0.0229
59924,0,0.0008
59925,1,0.9188
59926,0,0.0058
59927,0,0.0081
59928,0,0.0008
59929,0,0.0004
59930,0,0.0071
59931,0,0.0071
59932,0,0.0507
59933,0,0.027
59934,0,0.0035
59935,0,0.0015
59936,0,0.0347
59937,0,0.0523
59938,0,0.0624
59939,0,0.3586
59940,1,0.6561
59941,0,0.0009
59942,0,0.0029
59943,0,0.0236
59944,0,0.0152
59945,0,0.0115
59946,0,0.0355
59947,0,0.008
59948,0,0.0315
59949,1,0.9928
59950,0,0.011
59951,0,0.0355
59952,0,0.01
59953,0,0.2684
59954,0,0.0145
59955,0,0.0004
59956,0,0.0071
59957,0,0.1447
59958,0,0.2056
59959,0,0.01
59960,0,0.0014
59961,0,0.0197
59962,0,0.1688
59963,0,0.0047
59964,0,0.0025
59965,0,0.0071
59966,1,0.9099
59967,0,0.0079
59968,0,0.0008
59969,0,0.001
59970,0,0.0399
59971,1,0.9838
59972,1,0.8473
59973,0,0.0251
59974,0,0.0049
59975,0,0.016
59976,0,0.0018
59977,0,0.0241
59978,0,0.0608
59979,0,0.0245
59980,1,0.963
59981,0,0.0165
59982,1,0.9905
59983,0,0.1675
59984,0,0.0035
59985,0,0.0324
59986,0,0.038
59987,0,0.0101
59988,0,0.0601
59989,0,0.0068
59990,0,0.0377
59991,0,0.0737
59992,0,0.0025
59993,0,0.0148
59994,0,0.1167
59995,1,0.9817
59996,0,0.0043
59997,0,0.0581
59998,0,0.0662
59999,0,0.0073
60000,0,0.0002
60001,0,0.0104
60002,0,0.209
60003,0,0.008
60004,0,0.0062
60005,0,0.0371
60006,0,0.038
60007,0,0.0169
60008,0,0.0147
60009,0,0.0218
60010,0,0.1461
60011,0,0.0189
60012,0,0.0472
60013,0,0.0019
60014,0,0.0274
60015,0,0.0478
60016,0,0.2389
60017,0,0.0387
60018,0,0.0274
60019,1,0.9304
60020,0,0.0279
60021,0,0.0054
60022,0,0.357
60023,0,0.0147
60024,1,0.9932
60025,0,0.0277
60026,0,0.1453
60027,1,0.86
60028,0,0.0045
60029,1,0.9924
60030,1,0.7461
60031,0,0.1729
60032,0,0.2689
60033,0,0.0022
60034,0,0.0006
60035,0,0.1461
60036,0,0.0042
60037,0,0.0029
60038,0,0.0152
60039,0,0.0063
60040,0,0.0473
60041,0,0.0454
60042,0,0.0104
60043,0,0.0118
60044,0,0.0681
60045,0,0.0045
60046,0,0.0628
60047,0,0.047
60048,0,0.0006
60049,0,0.0764
60050,0,0.0406
60051,1,0.9901
60052,0,0.01
60053,0,0.0478
60054,0,0.0026
60055,0,0.0256
