PassengerId,Survived_pred,Survived_prob
1085,0,0.1022
1086,1,0.6558
1087,0,0.1202
1088,1,0.7598
1089,0,0.4939
1090,0,0.1314
1091,0,0.4435
1092,1,0.706
1093,1,0.8104
1094,0,0.304
1095,1,0.9457
1096,0,0.1314
1097,0,0.2286
1098,1,0.7037
1099,0,0.1314
1100,1,0.9158
1101,0,0.1085
1102,0,0.1435
1103,0,0.0956
1104,0,0.243
1105,1,0.8285
1106,1,0.5405
1107,0,0.2668
1108,1,0.679
1109,0,0.2286
1110,1,0.9013
1111,0,0.1085
1112,1,0.8866
1113,0,0.1085
1114,1,0.833
1115,0,0.1085
1116,1,0.8719
1117,1,0.6584
1118,0,0.1085
1119,1,0.679
1120,0,0.0739
1121,0,0.1465
1122,0,0.2543
1123,1,0.8964
1124,0,0.0836
1125,0,0.1154
1126,0,0.391
1127,0,0.1085
1128,0,0.1601
1129,0,0.1824
1130,1,0.8313
1131,1,0.956
1132,1,0.8719
1133,1,0.8919
1134,0,0.358
1135,0,0.1085
1136,0,0.1273
1137,0,0.2622
1138,1,0.8583
1139,0,0.2145
1140,1,0.8554
1141,0,0.49
1142,1,0.9714
1143,0,0.1085
1144,0,0.4174
1145,0,0.1085
1146,0,0.1202
1147,0,0.1085
1148,0,0.1154
1149,0,0.1085
1150,1,0.8345
1151,0,0.1085
1152,0,0.1154
1153,0,0.1085
1154,1,0.8583
1155,1,0.8059
1156,0,0.1438
1157,0,0.1085
1158,0,0.1354
1159,0,0.1085
1160,0,0.4435
1161,0,0.1085
1162,0,0.3865
1163,0,0.1154
1164,1,0.9516
1165,1,0.7011
1166,0,0.1358
1167,1,0.8554
1168,0,0.1314
1169,0,0.151
1170,0,0.1521
1171,0,0.1314
1172,0,0.4435
1173,1,0.8657
1174,1,0.679
1175,1,0.8881
1176,1,0.7198
1177,0,0.1202
1178,0,0.1085
1179,0,0.3378
1180,0,0.1358
1181,0,0.1085
1182,0,0.2685
1183,1,0.7229
1184,0,0.1358
1185,0,0.2744
1186,0,0.1202
1187,0,0.1085
1188,1,0.9795
1189,0,0.13
1190,0,0.2685
1191,0,0.1085
1192,0,0.1202
1193,0,0.0981
1194,0,0.1515
1195,0,0.1085
1196,1,0.679
1197,1,0.7132
1198,0,0.2856
1199,1,0.843
1200,0,0.2744
1201,0,0.3624
1202,0,0.1085
1203,0,0.1824
1204,0,0.1085
1205,1,0.6254
1206,1,0.9112
1207,1,0.6865
1208,0,0.2723
1209,0,0.1314
1210,0,0.1085
1211,0,0.176
1212,0,0.1085
1213,0,0.1824
1214,0,0.1327
1215,0,0.3447
1216,1,0.8874
1217,0,0.1024
1218,1,0.8882
1219,0,0.358
1220,0,0.1521
1221,0,0.1327
1222,1,0.896
1223,0,0.4343
1224,0,0.1358
1225,1,0.7413
1226,0,0.1085
1227,0,0.2524
1228,0,0.1465
1229,0,0.1294
1230,0,0.22
1231,0,0.1358
1232,0,0.1314
1233,0,0.1202
1234,0,0.1135
1235,1,0.9575
1236,0,0.0729
1237,1,0.5025
1238,0,0.1327
1239,1,0.5923
1240,0,0.1327
1241,1,0.8681
1242,1,0.9386
1243,0,0.1314
1244,0,0.243
1245,0,0.3022
1246,1,0.8769
1247,0,0.1917
1248,1,0.93
1249,0,0.1085
1250,0,0.1154
1251,1,0.5198
1252,0,0.0696
1253,1,0.9321
1254,1,0.8681
1255,0,0.1085
1256,1,0.9818
1257,0,0.1868
1258,0,0.0942
1259,0,0.4161
1260,1,0.9386
1261,0,0.1438
1262,0,0.13
1263,1,0.9447
1264,0,0.1806
1265,0,0.1294
1266,1,0.8802
1267,1,0.9229
1268,0,0.3802
1269,0,0.1327
1270,0,0.2049
1271,0,0.2781
1272,0,0.1154
1273,0,0.1154
1274,0,0.3452
1275,1,0.5198
1276,0,0.1327
1277,1,0.874
1278,0,0.1085
1279,0,0.111
1280,0,0.1154
1281,0,0.1906
1282,0,0.3431
1283,1,0.8159
1284,0,0.1911
1285,0,0.1282
1286,0,0.0347
1287,1,0.9083
1288,0,0.1154
1289,1,0.956
1290,0,0.1085
1291,0,0.1241
1292,1,0.8883
1293,0,0.124
1294,1,0.9571
1295,0,0.2685
1296,0,0.2655
1297,0,0.1924
1298,0,0.1288
1299,0,0.2498
1300,1,0.6865
1301,1,0.799
1302,1,0.679
1303,1,0.9351
1304,0,0.4939
1305,0,0.1085
1306,1,0.9397
1307,0,0.0876
1308,0,0.1085
1309,0,0.1616
