Id,SalePrice_pred
1957,148486.01
1958,276237.2
1959,142271.21
1960,96569.89
1961,122939.17
1962,95513.65
1963,110212.36
1964,99890.08
1965,138522.95
1966,134778.37
1967,301159.73
1968,410915.01
1969,386352.24
1970,396365.5
1971,455925.61
1972,365203.15
1973,293021.86
1974,342248.22
1975,456454.98
1976,282420.91
1977,366735.2
1978,347278.64
1979,310087.91
1980,195757.27
1981,341127.46
1982,216022.87
1983,199236.81
1984,186224.41
1985,238796.79
1986,209769.49
1987,209474.86
1988,178165.17
1989,199446.71
1990,215456.06
1991,224234.32
1992,225506.13
1993,183895.64
1994,239947.8
1995,185633.59
1996,290688.82
1997,334355.44
1998,307880.87
1999,297404.59
2000,315976.49
2001,283430.49
2002,255237.32
2003,244579.46
2004,276454.01
2005,248029.47
2006,216045.1
2007,248568.06
2008,219655.91
2009,202622.07
2010,200357.27
2011,152382.07
2012,186270.85
2013,170826.25
2014,179148.27
2015,194382.46
2016,192150.55
2017,196709.1
2018,118690.13
2019,141605.32
2020,93350.89
2021,92887.7
2022,181633.92
2023,147699.79
2024,291820.03
2025,357395.44
2026,165275.36
2027,151412.64
2028,159587.67
2029,159170.73
2030,259333.82
2031,243607.33
2032,271215.29
2033,251619.83
2034,176285.98
2035,224643.55
2036,200904.9
2037,203549.1
2038,325267.24
2039,232199.12
2040,310457.17
2041,289213.61
2042,214005.69
2043,174470.01
2044,185708.42
2045,195313.68
2046,137838.16
2047,147386.2
2048,145657.77
2049,136650.0
2050,176023.52
2051,113235.6
2052,128540.55
2053,144226.99
2054,72879.39
2055,156799.55
2056,153015.64
2057,107028.46
2058,208974.07
2059,124547.15
2060,172861.62
2061,189472.87
2062,122410.83
2063,113791.57
2064,126711.88
2065,117293.79
2066,169517.16
2067,135138.78
2068,141583.26
2069,77857.49
2070,102100.94
2071,82260.33
2072,141461.33
2073,133585.21
2074,155537.72
2075,161019.54
2076,122691.27
2077,151090.13
2078,125346.23
2079,139747.06
2080,118504.49
2081,126743.05
2082,139469.14
2083,149173.03
2084,100309.83
2085,114108.14
2086,141389.87
2087,131574.1
2088,88797.9
2089,74998.92
2090,128680.83
2091,87630.82
2092,128903.65
2093,150283.56
2094,117819.34
2095,130767.41
2096,80766.92
2097,95037.47
2098,151778.6
2099,30811.18
2100,75340.9
2101,108059.13
2102,143017.88
2103,89521.64
2104,151295.2
2105,139250.06
2106,22950.92
2107,204431.39
2108,116779.13
2109,102159.25
2110,126039.24
2111,155729.51
2112,132266.41
2113,124149.12
2114,120881.55
2115,164101.76
2116,118607.02
2117,150319.41
2118,135124.71
2119,107510.93
2120,118790.75
2121,94353.2
2122,103782.71
2123,84627.81
2124,184109.0
2125,137814.02
2126,155038.56
2127,167458.26
2128,139001.54
2129,101768.16
2130,136968.02
2131,149098.3
2132,104909.05
2133,127240.98
2134,111858.59
2135,100896.93
2136,52318.67
2137,117155.37
2138,139925.07
2139,148263.38
2140,137300.18
2141,176626.87
2142,124733.29
2143,143233.72
2144,116289.03
2145,148405.93
2146,194062.1
2147,142563.63
2148,140206.6
2149,152211.31
2150,229573.58
2151,129720.13
2152,169682.51
2153,193403.82
2154,91938.62
2155,138344.2
2156,264914.53
2157,225773.25
2158,235129.02
2159,234528.8
2160,190025.23
2161,236045.38
2162,369939.17
2163,347415.18
2164,250656.01
2165,199016.25
2166,159361.03
2167,225368.98
2168,186307.39
2169,193687.82
2170,208582.38
2171,163591.54
2172,132023.32
2173,175748.32
2174,220395.44
2175,266164.31
2176,301100.06
2177,232215.9
2178,218615.89
2179,143087.88
2180,226122.78
2181,193762.55
2182,215140.94
2183,192402.88
2184,122716.49
2185,136953.55
2186,137428.81
2187,152704.34
2188,159758.94
2189,321037.52
2190,70608.3
2191,62158.68
2192,71972.13
2193,113467.19
2194,99684.44
2195,81051.43
2196,113403.28
2197,96220.31
2198,158927.18
2199,177795.22
2200,144268.92
2201,148322.21
2202,197524.24
2203,148879.55
2204,169433.56
2205,129169.5
2206,157549.11
2207,219795.57
2208,241720.6
2209,216719.45
2210,121790.47
2211,122188.69
2212,122222.56
2213,108837.43
2214,154182.52
2215,100122.41
2216,149194.17
2217,45777.38
2218,86204.55
2219,77828.19
2220,52002.38
2221,327775.4
2222,303635.29
2223,286593.08
2224,219199.6
2225,126814.63
2226,179842.99
2227,203258.22
2228,291832.64
2229,242125.8
2230,156266.96
2231,215710.44
2232,176765.47
2233,179922.04
2234,255600.28
2235,234378.93
2236,245915.5
2237,303199.25
2238,219591.41
2239,122871.37
2240,164088.87
2241,145208.86
2242,122436.03
2243,129384.33
2244,100317.5
2245,112758.68
2246,136816.74
2247,123618.91
2248,124199.27
2249,115969.17
2250,128111.47
2251,109172.03
2252,177725.71
2253,168332.06
2254,178289.46
2255,191245.82
2256,179662.95
2257,212061.63
2258,153046.02
2259,168802.46
2260,160166.99
2261,215963.14
2262,232174.08
2263,357730.13
2264,412243.23
2265,173431.0
2266,305097.3
2267,356900.42
2268,415622.77
2269,152568.19
2270,192935.04
2271,209729.5
2272,210264.63
2273,157954.31
2274,177507.45
2275,153734.48
2276,198859.88
2277,190736.9
2278,156432.05
2279,126729.3
2280,106958.7
2281,163816.92
2282,171709.35
2283,114221.76
2284,129756.99
2285,130579.98
2286,114617.02
2287,386325.39
2288,293821.58
2289,333337.48
2290,417225.27
2291,346386.84
2292,411125.06
2293,434621.31
2294,389224.09
2295,428602.96
2296,259854.96
2297,371714.09
2298,367695.15
2299,351751.73
2300,326678.29
2301,329883.66
2302,256093.69
2303,247435.47
2304,249053.64
2305,203598.67
2306,199018.78
2307,209190.49
2308,215815.86
2309,301718.47
2310,207320.23
2311,214616.42
2312,183897.95
2313,178556.89
2314,183490.72
2315,181393.08
2316,209156.12
2317,187185.88
2318,183955.21
2319,187976.32
2320,181623.59
2321,249177.43
2322,196302.92
2323,206178.63
2324,197437.25
2325,209141.91
2326,195864.11
2327,204503.78
2328,224237.2
2329,185885.46
2330,180650.32
2331,324437.36
2332,400073.08
2333,320788.18
2334,279453.22
2335,306503.1
2336,311793.17
2337,204664.12
2338,254037.38
2339,225042.69
2340,380175.04
2341,217266.25
2342,235116.74
2343,224547.48
2344,229121.62
2345,228777.57
2346,210941.59
2347,199381.72
2348,242803.56
2349,186835.04
2350,316451.93
2351,270283.17
2352,245988.26
2353,249182.21
2354,149123.66
2355,160591.58
2356,162451.14
2357,191592.36
2358,194533.71
2359,119391.52
2360,117099.04
2361,149759.52
2362,252298.68
2363,157725.61
2364,184132.65
2365,215359.24
2366,188535.79
2367,208507.63
2368,217469.73
2369,204828.64
2370,160822.1
2371,155228.11
2372,195338.92
2373,285650.45
2374,315585.5
2375,256312.99
2376,292962.49
2377,321489.44
2378,150706.86
2379,225216.44
2380,154245.57
2381,173237.64
2382,216440.08
2383,194229.47
2384,232565.73
2385,158553.87
2386,133385.22
2387,132262.9
2388,109672.61
2389,118683.99
2390,146941.64
2391,136460.58
2392,111358.8
2393,165250.42
2394,144247.53
2395,210115.42
2396,146826.44
2397,212298.46
2398,124063.03
2399,62496.59
2400,60352.67
2401,124091.56
2402,138434.73
2403,138211.03
2404,146508.5
2405,161461.81
2406,136684.37
2407,123896.36
2408,153478.6
2409,105691.94
2410,184306.75
2411,110022.39
2412,157614.09
2413,122185.14
2414,162220.17
2415,127265.79
2416,126104.6
2417,133943.61
2418,132133.54
2419,119947.23
2420,119425.71
2421,140378.31
2422,98803.57
2423,114561.83
2424,150339.4
2425,214460.3
2426,121600.62
2427,126965.18
2428,188959.23
2429,99087.39
2430,135785.47
2431,107276.54
2432,141510.6
2433,152294.2
2434,139611.33
2435,157864.89
2436,123611.86
2437,101999.45
2438,113774.32
2439,106165.0
2440,129325.23
2441,101641.66
2442,90143.65
2443,138553.41
2444,109459.84
2445,83466.68
2446,131207.42
2447,195255.74
2448,138594.56
2449,117062.79
2450,147673.52
2451,119391.91
2452,196353.4
2453,92986.22
2454,105315.51
2455,117291.47
2456,148546.77
2457,126247.24
2458,138253.06
2459,109760.14
2460,156564.15
2461,140076.98
2462,132090.3
2463,135589.84
2464,174475.18
2465,136575.31
2466,119584.14
2467,153187.71
2468,83690.16
2469,73219.71
2470,209402.47
2471,224367.65
2472,166861.45
2473,106045.6
2474,66164.06
2475,217803.79
2476,95089.2
2477,103553.91
2478,141564.9
2479,107795.63
2480,156768.43
2481,130805.49
2482,120655.92
2483,106085.26
2484,132048.95
2485,134262.99
2486,147050.4
2487,190903.9
2488,162053.67
2489,165443.21
2490,143884.15
2491,103219.18
2492,197375.58
2493,160287.91
2494,149645.75
2495,91791.49
2496,231339.01
2497,155688.37
2498,108233.35
2499,73495.59
2500,104574.43
2501,140655.53
2502,145616.93
2503,83536.17
2504,175362.09
2505,224194.09
2506,251827.54
2507,268708.6
2508,248974.58
2509,214608.3
2510,207907.3
2511,180425.06
2512,225519.11
2513,226764.39
2514,276542.84
2515,139804.11
2516,172611.15
2517,144439.09
2518,150873.86
2519,236658.56
2520,208248.34
2521,192106.74
2522,221745.5
2523,113489.57
2524,127800.4
2525,121387.8
2526,138234.86
2527,119141.94
2528,124049.95
2529,166369.97
2530,130540.53
2531,261882.56
2532,220539.87
2533,202936.65
2534,250775.47
2535,274470.56
2536,226704.77
2537,240233.58
2538,188856.42
2539,196906.53
2540,185325.23
2541,185989.29
2542,170057.55
2543,124095.21
2544,109908.16
2545,135175.69
2546,126120.22
2547,151043.9
2548,166846.26
2549,151562.77
2550,597394.53
2551,156867.95
2552,136058.08
2553,58101.79
2554,85109.63
2555,98162.51
2556,84348.34
2557,105467.86
2558,179363.09
2559,132277.01
2560,150719.53
2561,150911.26
2562,150978.9
2563,148647.92
2564,208516.02
2565,164080.79
2566,147422.93
2567,125291.63
2568,201301.25
2569,197297.75
2570,122917.71
2571,180671.52
2572,168893.37
2573,210985.73
2574,306317.9
2575,141756.44
2576,128171.79
2577,165176.26
2578,81566.03
2579,29778.79
2580,117889.29
2581,126386.97
2582,133084.22
2583,284739.14
2584,160601.23
2585,184362.76
2586,212607.06
2587,194806.35
2588,130057.76
2589,149335.41
2590,204104.57
2591,260634.5
2592,215377.77
2593,253427.11
2594,175634.9
2595,219498.04
2596,287353.49
2597,203830.26
2598,280226.61
2599,357605.59
2600,177458.06
2601,158975.56
2602,69091.61
2603,91844.64
2604,82926.36
2605,69205.31
2606,132882.44
2607,231221.52
2608,200546.55
2609,172384.07
2610,108186.69
2611,129956.43
2612,153981.15
2613,130621.24
2614,114716.52
2615,157371.56
2616,158105.4
2617,196988.77
2618,231916.76
2619,208365.65
2620,187353.94
2621,171374.22
2622,181483.17
2623,229651.55
2624,269576.67
2625,267047.08
2626,167467.61
2627,166860.62
2628,422173.9
2629,466842.69
2630,358257.08
2631,419161.9
2632,385351.49
2633,300626.1
2634,398503.5
2635,153667.93
2636,183899.55
2637,219351.93
2638,267676.79
2639,183198.23
2640,150083.89
2641,99074.35
2642,173632.12
2643,116960.35
2644,115390.85
2645,111562.43
2646,95043.02
2647,113481.17
2648,141557.47
2649,162144.88
2650,133056.74
2651,131030.19
2652,371805.59
2653,255853.21
2654,272199.81
2655,401951.11
2656,330381.66
2657,351081.93
2658,328856.47
2659,340117.44
2660,350025.04
2661,358466.46
2662,382324.25
2663,271587.68
2664,294289.93
2665,329531.93
2666,291610.03
2667,183015.44
2668,192907.3
2669,189070.74
2670,272198.92
2671,194460.71
2672,194532.19
2673,200439.41
2674,200741.62
2675,185874.24
2676,200310.8
2677,198071.03
2678,248860.91
2679,284124.76
2680,293330.0
2681,407609.84
2682,320468.73
2683,482675.96
2684,338264.93
2685,332700.83
2686,248644.43
2687,289219.94
2688,221674.02
2689,206179.46
2690,363651.53
2691,192372.46
2692,151403.51
2693,200658.92
2694,155510.11
2695,199052.79
2696,186375.03
2697,182679.94
2698,204573.78
2699,159830.14
2700,139105.67
2701,159622.15
2702,119441.27
2703,153866.58
2704,138551.06
2705,111045.74
2706,104728.82
2707,131698.52
2708,120587.15
2709,113510.83
2710,131309.16
2711,277781.77
2712,386722.89
2713,164356.52
2714,148503.4
2715,163818.72
2716,145608.87
2717,198174.24
2718,220561.88
2719,130818.82
2720,189637.13
2721,136872.32
2722,172765.35
2723,154112.3
2724,135821.49
2725,124611.63
2726,133724.72
2727,166296.72
2728,182508.91
2729,146498.16
2730,138547.84
2731,132646.42
2732,133939.64
2733,162290.1
2734,156996.13
2735,135174.84
2736,131758.61
2737,110363.66
2738,124885.29
2739,148773.16
2740,138554.83
2741,153309.05
2742,171903.59
2743,158617.18
2744,168745.29
2745,144809.88
2746,122722.96
2747,174833.15
2748,124148.72
2749,134320.98
2750,113413.57
2751,132232.42
2752,210853.17
2753,133633.16
2754,208180.92
2755,138528.57
2756,76449.17
2757,67000.07
2758,68185.64
2759,160176.06
2760,121728.77
2761,138256.8
2762,130399.26
2763,191067.95
2764,170203.96
2765,272058.69
2766,114333.84
2767,81608.83
2768,118757.47
2769,135651.43
2770,160242.54
2771,106768.65
2772,101994.1
2773,172993.31
2774,145725.08
2775,114191.73
2776,145451.77
2777,155043.33
2778,122866.38
2779,124667.62
2780,97305.27
2781,85734.63
2782,94600.5
2783,84564.66
2784,113811.86
2785,141107.32
2786,46502.75
2787,123543.64
2788,59516.23
2789,172281.82
2790,87669.47
2791,111344.61
2792,55102.6
2793,150558.44
2794,90983.46
2795,124371.29
2796,89933.32
2797,220044.37
2798,121399.65
2799,109872.03
2800,74961.74
2801,110522.38
2802,132622.98
2803,170292.69
2804,144427.83
2805,110117.37
2806,76870.37
2807,166496.89
2808,154265.11
2809,119632.62
2810,128976.91
2811,175445.17
2812,183396.49
2813,155274.68
2814,147332.89
2815,103820.65
2816,209352.37
2817,151771.33
2818,126496.12
2819,205545.59
2820,138791.81
2821,111455.32
2822,195851.75
2823,295693.79
2824,172460.76
2825,170841.88
2826,130730.41
2827,136387.4
2828,245212.85
2829,218858.35
2830,218262.76
2831,186035.85
2832,229315.41
2833,313027.99
2834,234555.85
2835,228566.24
2836,202874.02
2837,163801.32
2838,144376.52
2839,176874.53
2840,195946.23
2841,202154.85
2842,230315.18
2843,148367.2
2844,167974.0
2845,126963.67
2846,206302.45
2847,199280.92
2848,206390.4
2849,205936.45
2850,275447.7
2851,225011.24
2852,230200.25
2853,236830.2
2854,148826.48
2855,204304.36
2856,205758.79
2857,196651.94
2858,214909.64
2859,84449.25
2860,109846.34
2861,134184.34
2862,195757.54
2863,145900.61
2864,257491.66
2865,153963.21
2866,152182.58
2867,95317.66
2868,94456.29
2869,99031.92
2870,115649.27
2871,85176.06
2872,12969.39
2873,85125.9
2874,141626.12
2875,111797.43
2876,176966.62
2877,144587.06
2878,163951.55
2879,120711.24
2880,101164.69
2881,135261.16
2882,175561.45
2883,190591.82
2884,210060.59
2885,184254.69
2886,227678.41
2887,120088.81
2888,144412.84
2889,49567.44
2890,75402.61
2891,144874.11
2892,48915.7
2893,99175.26
2894,45987.19
2895,345112.29
2896,296834.42
2897,216746.56
2898,152128.21
2899,226574.61
2900,152630.38
2901,211435.54
2902,195527.2
2903,305810.33
2904,341606.2
2905,77545.16
2906,217297.71
2907,119812.85
2908,121189.45
2909,141795.69
2910,67526.91
2911,72711.1
2912,154619.89
2913,71225.21
2914,70445.53
2915,81295.55
2916,75218.61
2917,176403.61
2918,106316.55
2919,226432.24
